date,1. open,2. high,3. low,4. close,5. volume,symbol
2025-03-27,2300.0,2375.0,2293.2,2359.8,43412.0,ADANIENT.BSE
2025-03-26,2320.2,2359.3,2307.45,2312.45,29177.0,ADANIENT.BSE
2025-03-25,2394.95,2394.95,2315.15,2319.8,79939.0,ADANIENT.BSE
2025-03-24,2379.95,2395.95,2360.25,2369.75,56655.0,ADANIENT.BSE
2025-03-21,2357.25,2388.0,2339.0,2363.3,36313.0,ADANIENT.BSE
2025-03-20,2360.0,2360.0,2299.0,2339.05,89206.0,ADANIENT.BSE
2025-03-19,2326.25,2341.0,2310.6,2321.15,51386.0,ADANIENT.BSE
2025-03-18,2277.55,2313.95,2259.95,2308.65,47015.0,ADANIENT.BSE
2025-03-17,2212.0,2285.55,2201.0,2252.0,67252.0,ADANIENT.BSE
2025-03-13,2242.35,2272.0,2215.8,2221.95,28345.0,ADANIENT.BSE
2025-03-12,2276.7,2279.0,2181.95,2241.6,43197.0,ADANIENT.BSE
2025-03-11,2215.0,2266.9,2207.35,2250.35,83276.0,ADANIENT.BSE
2025-03-10,2246.45,2287.4,2223.0,2229.3,65244.0,ADANIENT.BSE
2025-03-07,2243.0,2266.9,2227.2,2246.8,79547.0,ADANIENT.BSE
2025-03-06,2283.95,2283.95,2227.0,2253.15,49432.0,ADANIENT.BSE
2025-03-05,2148.7,2258.35,2148.7,2244.85,8580165.0,ADANIENT.BSE
2025-03-04,2104.95,2155.45,2081.0,2146.7,36580.0,ADANIENT.BSE
2025-03-03,2100.0,2125.5,2026.9,2116.85,105280.0,ADANIENT.BSE
2025-02-28,2114.75,2114.75,2072.5,2093.05,41490.0,ADANIENT.BSE
2025-02-27,2141.05,2146.85,2102.0,2109.85,66115.0,ADANIENT.BSE
2025-02-25,2115.5,2157.95,2105.4,2130.05,85648.0,ADANIENT.BSE
2025-02-24,2134.0,2138.3,2097.6,2115.5,90599.0,ADANIENT.BSE
2025-02-21,2210.95,2210.95,2120.0,2135.4,90526.0,ADANIENT.BSE
2025-02-20,2180.0,2215.55,2157.15,2178.65,36314.0,ADANIENT.BSE
2025-02-19,2168.0,2218.9,2123.95,2179.9,66353.0,ADANIENT.BSE
2025-02-18,2247.95,2247.95,2166.75,2219.45,154026.0,ADANIENT.BSE
2025-02-17,2145.05,2240.0,2111.0,2225.45,143443.0,ADANIENT.BSE
2025-02-14,2248.95,2251.45,2125.0,2152.8,94393.0,ADANIENT.BSE
2025-02-13,2370.0,2373.15,2232.95,2245.35,83584.0,ADANIENT.BSE
2025-02-12,2342.95,2378.0,2280.15,2353.15,139026.0,ADANIENT.BSE
2025-02-11,2299.95,2397.0,2299.95,2322.1,136584.0,ADANIENT.BSE
2025-02-10,2345.0,2352.4,2282.0,2290.75,20254.0,ADANIENT.BSE
2025-02-07,2312.0,2374.75,2308.7,2338.5,37003.0,ADANIENT.BSE
2025-02-06,2330.15,2335.05,2298.7,2311.0,58266.0,ADANIENT.BSE
2025-02-05,2302.6,2349.4,2302.6,2324.75,68069.0,ADANIENT.BSE
2025-02-04,2299.1,2311.55,2269.95,2302.5,29170.0,ADANIENT.BSE
2025-02-03,2269.0,2277.85,2214.85,2261.8,39082.0,ADANIENT.BSE
2025-01-31,2220.3,2315.0,2214.45,2290.1,122500.0,ADANIENT.BSE
2025-01-30,2326.0,2351.65,2202.0,2252.65,203298.0,ADANIENT.BSE
2025-01-29,2299.85,2325.55,2281.95,2318.75,56008.0,ADANIENT.BSE
2025-01-28,2270.05,2315.0,2242.0,2286.85,42380.0,ADANIENT.BSE
2025-01-27,2314.6,2317.5,2251.35,2259.5,121684.0,ADANIENT.BSE
2025-01-24,2385.0,2406.1,2301.6,2318.0,83255.0,ADANIENT.BSE
2025-01-23,2388.0,2401.1,2356.0,2388.7,29730.0,ADANIENT.BSE
2025-01-22,2390.05,2400.25,2326.0,2376.25,82693.0,ADANIENT.BSE
2025-01-21,2440.0,2443.45,2375.0,2385.05,29706.0,ADANIENT.BSE
2025-01-20,2421.2,2454.0,2391.0,2438.2,53587.0,ADANIENT.BSE
2025-01-17,2459.8,2459.8,2381.7,2397.4,57629.0,ADANIENT.BSE
2025-01-16,2507.35,2569.85,2418.6,2427.0,108395.0,ADANIENT.BSE
2025-01-15,2413.95,2422.15,2372.25,2385.55,104685.0,ADANIENT.BSE
2025-01-14,2259.95,2422.1,2247.95,2382.15,136499.0,ADANIENT.BSE
2025-01-13,2350.55,2359.3,2217.35,2223.85,85370.0,ADANIENT.BSE
2025-01-10,2480.25,2480.3,2367.75,2374.0,146090.0,ADANIENT.BSE
2025-01-09,2516.0,2517.5,2470.85,2482.5,29795.0,ADANIENT.BSE
2025-01-08,2515.9,2530.0,2490.0,2513.25,66446.0,ADANIENT.BSE
2025-01-07,2471.3,2528.15,2471.3,2523.65,61160.0,ADANIENT.BSE
2025-01-06,2564.95,2568.0,2465.0,2473.15,49187.0,ADANIENT.BSE
2025-01-03,2576.8,2619.85,2558.0,2564.55,46072.0,ADANIENT.BSE
2025-01-02,2569.95,2601.0,2537.05,2596.8,108314.0,ADANIENT.BSE
2025-01-01,2529.1,2605.0,2518.0,2556.0,144570.0,ADANIENT.BSE
2024-12-31,2583.95,2583.95,2507.65,2529.05,132004.0,ADANIENT.BSE
2024-12-30,2426.0,2609.85,2426.0,2593.45,279723.0,ADANIENT.BSE
2024-12-27,2415.3,2445.0,2391.8,2409.25,94078.0,ADANIENT.BSE
2024-12-26,2383.95,2410.85,2368.25,2401.85,69878.0,ADANIENT.BSE
2024-12-24,2352.2,2411.0,2340.0,2372.55,79527.0,ADANIENT.BSE
2024-12-23,2353.2,2380.5,2334.45,2341.95,30348.0,ADANIENT.BSE
2024-12-20,2439.55,2453.95,2334.85,2344.9,81123.0,ADANIENT.BSE
2024-12-19,2439.8,2439.8,2398.0,2419.65,32829.0,ADANIENT.BSE
2024-12-18,2487.4,2494.9,2450.55,2455.85,23099.0,ADANIENT.BSE
2024-12-17,2511.75,2525.1,2483.5,2487.4,30315.0,ADANIENT.BSE
2024-12-16,2530.0,2537.4,2505.0,2511.75,60371.0,ADANIENT.BSE
2024-12-13,2505.0,2544.25,2480.0,2529.35,75422.0,ADANIENT.BSE
2024-12-12,2455.0,2534.1,2446.2,2504.0,106220.0,ADANIENT.BSE
2024-12-11,2466.45,2479.9,2451.1,2455.0,31834.0,ADANIENT.BSE
2024-12-10,2500.0,2501.95,2455.0,2466.1,116362.0,ADANIENT.BSE
2024-12-09,2524.4,2525.75,2484.3,2496.85,51868.0,ADANIENT.BSE
2024-12-06,2522.95,2535.0,2501.0,2505.55,46435.0,ADANIENT.BSE
2024-12-05,2501.05,2537.75,2468.45,2522.35,224588.0,ADANIENT.BSE
2024-12-04,2533.95,2533.95,2469.1,2496.15,109871.0,ADANIENT.BSE
2024-12-03,2469.45,2558.35,2465.0,2512.45,182121.0,ADANIENT.BSE
2024-12-02,2504.95,2504.95,2426.2,2455.25,229694.0,ADANIENT.BSE
2024-11-29,2469.8,2519.4,2400.0,2462.25,839511.0,ADANIENT.BSE
2024-11-28,2446.35,2526.0,2400.0,2437.45,1176137.0,ADANIENT.BSE
2024-11-27,2166.05,2417.65,2142.1,2398.35,967142.0,ADANIENT.BSE
2024-11-26,2269.75,2292.5,2135.8,2149.8,547066.0,ADANIENT.BSE
2024-11-25,2310.0,2333.0,2237.75,2257.65,564482.0,ADANIENT.BSE
2024-11-22,2090.1,2289.0,2030.0,2229.65,1162049.0,ADANIENT.BSE
2024-11-21,2538.2,2538.2,2155.0,2182.55,1051374.0,ADANIENT.BSE
2024-11-19,2820.4,2894.0,2811.0,2820.2,35926.0,ADANIENT.BSE
2024-11-18,2826.0,2857.9,2794.0,2820.35,21885.0,ADANIENT.BSE
2024-11-14,2839.55,2844.3,2802.0,2825.9,38021.0,ADANIENT.BSE
2024-11-13,2865.95,2888.35,2809.65,2818.05,35341.0,ADANIENT.BSE
2024-11-12,2903.0,2932.4,2855.25,2866.65,37755.0,ADANIENT.BSE
2024-11-11,2930.0,2945.7,2885.0,2903.65,22989.0,ADANIENT.BSE
2024-11-08,2969.2,2995.0,2913.4,2928.85,22959.0,ADANIENT.BSE
2024-11-07,3049.95,3049.95,2943.15,2969.25,336084.0,ADANIENT.BSE
2024-11-06,2916.0,3069.85,2916.0,3046.5,49573.0,ADANIENT.BSE
2024-11-05,2896.9,2923.2,2871.0,2913.4,25976.0,ADANIENT.BSE
2024-11-04,2938.8,2941.4,2859.95,2896.35,23486.0,ADANIENT.BSE
2024-10-31,2973.55,2978.2,2934.0,2946.65,23233.0,ADANIENT.BSE
2024-10-30,2860.05,2998.0,2817.9,2967.65,149478.0,ADANIENT.BSE
2024-10-29,2808.0,2862.35,2734.0,2841.45,316252.0,ADANIENT.BSE
2024-10-28,2703.95,2822.0,2670.8,2800.45,95526.0,ADANIENT.BSE
2024-10-25,2830.05,2849.0,2655.4,2693.7,71762.0,ADANIENT.BSE
2024-10-24,2844.0,2875.0,2808.2,2828.35,43263.0,ADANIENT.BSE
2024-10-23,2839.9,2878.0,2823.7,2835.8,49313.0,ADANIENT.BSE
2024-10-22,2940.0,2952.05,2814.7,2824.35,52090.0,ADANIENT.BSE
2024-10-21,3013.95,3013.95,2918.35,2936.35,60211.0,ADANIENT.BSE
2024-10-18,2998.95,3031.7,2969.2,3004.35,25637.0,ADANIENT.BSE
2024-10-17,3099.65,3099.65,2993.4,3012.2,41437.0,ADANIENT.BSE
2024-10-16,3103.95,3114.5,3061.1,3085.5,19056.0,ADANIENT.BSE
2024-10-15,3115.05,3127.55,3092.1,3104.2,22803.0,ADANIENT.BSE
2024-10-14,3145.0,3150.0,3091.15,3098.55,43042.0,ADANIENT.BSE
2024-10-11,3173.3,3189.0,3115.5,3137.25,35806.0,ADANIENT.BSE
2024-10-10,3151.95,3208.85,3059.0,3173.3,61618.0,ADANIENT.BSE
2024-10-09,3165.0,3177.15,3135.0,3152.9,47667.0,ADANIENT.BSE
2024-10-08,2956.1,3178.25,2956.1,3166.15,37532.0,ADANIENT.BSE
2024-10-07,3100.1,3127.0,2981.4,3016.4,44043.0,ADANIENT.BSE
2024-10-04,3120.0,3149.0,3068.75,3109.75,66852.0,ADANIENT.BSE
2024-10-03,3132.05,3195.9,3085.0,3116.85,41963.0,ADANIENT.BSE
2024-10-01,3134.8,3191.9,3106.55,3184.8,38893.0,ADANIENT.BSE
2024-09-30,3131.0,3207.85,3115.0,3134.75,124988.0,ADANIENT.BSE
2024-09-27,3125.0,3178.4,3115.7,3131.15,27395.0,ADANIENT.BSE
2024-09-26,3093.95,3146.4,3088.0,3121.15,26568.0,ADANIENT.BSE
2024-09-25,3105.25,3124.0,3081.75,3104.75,31482.0,ADANIENT.BSE
2024-09-24,3046.25,3099.5,3039.05,3092.4,93211.0,ADANIENT.BSE
2024-09-23,3010.05,3070.0,3010.05,3044.0,26109.0,ADANIENT.BSE
2024-09-20,2949.9,3024.1,2943.5,3008.45,26944.0,ADANIENT.BSE
2024-09-19,2978.45,2978.45,2892.0,2942.35,27005.0,ADANIENT.BSE
2024-09-18,2974.0,2984.05,2935.0,2954.1,20851.0,ADANIENT.BSE
2024-09-17,2993.45,2993.45,2953.0,2974.7,17244.0,ADANIENT.BSE
2024-09-16,2983.1,3025.0,2972.1,2984.55,67687.0,ADANIENT.BSE
2024-09-13,2960.9,3000.0,2956.1,2968.6,59230.0,ADANIENT.BSE
2024-09-12,2938.15,2998.0,2917.05,2991.4,31273.0,ADANIENT.BSE
2024-09-11,2997.85,2997.85,2929.0,2937.35,27276.0,ADANIENT.BSE
2024-09-10,2966.65,3006.5,2947.0,2985.85,57810.0,ADANIENT.BSE
2024-09-09,2975.2,2975.2,2926.65,2964.65,51376.0,ADANIENT.BSE
2024-09-06,3025.0,3025.0,2969.0,2976.85,38285.0,ADANIENT.BSE
2024-09-05,3025.0,3037.0,3003.0,3014.85,40836.0,ADANIENT.BSE
2024-09-04,3007.0,3025.0,2958.4,3012.5,59680.0,ADANIENT.BSE
2024-09-03,3039.0,3052.4,3022.9,3036.55,41443.0,ADANIENT.BSE
2024-09-02,3019.0,3058.0,2998.0,3043.9,86687.0,ADANIENT.BSE
2024-08-30,3043.85,3043.85,3005.75,3019.9,43563.0,ADANIENT.BSE
2024-08-29,3044.85,3044.85,2981.85,3021.75,38793.0,ADANIENT.BSE
2024-08-28,3083.25,3083.25,3010.95,3022.75,33312.0,ADANIENT.BSE
2024-08-27,3069.65,3094.0,3064.0,3066.95,14428.0,ADANIENT.BSE
2024-08-26,3095.0,3095.0,3055.0,3068.9,32295.0,ADANIENT.BSE
2024-08-23,3100.0,3120.2,3067.4,3075.95,48322.0,ADANIENT.BSE
2024-08-22,3121.05,3149.65,3092.0,3099.6,30504.0,ADANIENT.BSE
2024-08-21,3084.95,3152.5,3067.15,3115.55,78779.0,ADANIENT.BSE
2024-08-20,3110.35,3127.95,3060.0,3071.2,29019.0,ADANIENT.BSE
2024-08-19,3128.8,3133.4,3091.6,3102.1,22000.0,ADANIENT.BSE
2024-08-16,3074.65,3121.0,3039.9,3108.05,43959.0,ADANIENT.BSE
2024-08-14,3089.95,3089.95,3029.1,3039.3,39672.0,ADANIENT.BSE
2024-08-13,3165.0,3178.8,3080.05,3091.4,128167.0,ADANIENT.BSE
2024-08-12,3062.25,3169.0,3013.5,3152.0,360405.0,ADANIENT.BSE
2024-08-09,3213.45,3215.15,3172.0,3186.8,30280.0,ADANIENT.BSE
2024-08-08,3204.85,3241.65,3157.95,3165.7,76339.0,ADANIENT.BSE
2024-08-07,3091.4,3189.95,3091.4,3185.25,151809.0,ADANIENT.BSE
2024-08-06,3071.05,3143.0,3059.2,3074.9,68507.0,ADANIENT.BSE
2024-08-05,3041.15,3132.25,2997.15,3035.95,93365.0,ADANIENT.BSE
2024-08-02,3209.85,3215.0,3113.75,3160.65,199872.0,ADANIENT.BSE
2024-08-01,3177.0,3258.4,3153.0,3218.75,155543.0,ADANIENT.BSE
2024-07-31,3140.0,3197.0,3140.0,3169.1,55621.0,ADANIENT.BSE
2024-07-30,3099.95,3156.0,3068.0,3128.55,40974.0,ADANIENT.BSE
2024-07-29,3097.95,3120.0,3074.45,3088.75,75730.0,ADANIENT.BSE
2024-07-26,2981.05,3109.0,2981.05,3081.35,174872.0,ADANIENT.BSE
2024-07-25,2968.25,3016.6,2944.4,2975.5,35080.0,ADANIENT.BSE
2024-07-24,2990.05,3007.0,2960.0,2968.85,22531.0,ADANIENT.BSE
2024-07-23,3001.05,3037.85,2889.65,2986.15,81057.0,ADANIENT.BSE
2024-07-22,3000.05,3026.0,2972.25,3000.15,66725.0,ADANIENT.BSE
2024-07-19,3090.55,3094.0,3000.0,3006.05,28876.0,ADANIENT.BSE
2024-07-18,3091.05,3110.95,3057.55,3090.55,66396.0,ADANIENT.BSE
2024-07-16,3128.15,3138.0,3096.95,3110.0,44798.0,ADANIENT.BSE
2024-07-15,3065.0,3103.2,3058.25,3090.1,20725.0,ADANIENT.BSE
2024-07-12,3085.9,3098.0,3059.0,3063.95,24375.0,ADANIENT.BSE
2024-07-11,3105.6,3129.0,3073.1,3077.95,66896.0,ADANIENT.BSE
2024-07-10,3120.0,3127.0,3065.0,3097.6,28289.0,ADANIENT.BSE
2024-07-09,3110.05,3158.0,3099.55,3108.9,48796.0,ADANIENT.BSE
2024-07-08,3147.55,3158.2,3073.5,3112.5,64530.0,ADANIENT.BSE
2024-07-05,3142.0,3158.0,3123.2,3147.55,89990.0,ADANIENT.BSE
2024-07-04,3189.0,3189.65,3140.1,3144.95,33711.0,ADANIENT.BSE
2024-07-03,3151.4,3194.15,3148.0,3189.65,28748.0,ADANIENT.BSE
2024-07-02,3171.15,3207.55,3130.2,3150.6,63110.0,ADANIENT.BSE
2024-07-01,3175.55,3192.95,3157.05,3182.85,34352.0,ADANIENT.BSE
2024-06-28,3180.65,3211.4,3157.4,3175.55,28571.0,ADANIENT.BSE
2024-06-27,3171.15,3203.0,3150.4,3174.85,35262.0,ADANIENT.BSE
2024-06-26,3171.35,3188.0,3165.0,3169.35,28515.0,ADANIENT.BSE
2024-06-25,3209.95,3209.95,3157.0,3169.4,29852.0,ADANIENT.BSE
