date,1. open,2. high,3. low,4. close,5. volume,symbol
2025-10-14,2527.05,2538.8,2485.6,2516.05,21740.0,ADANIENT.BSE
2025-10-13,2537.75,2540.0,2504.6,2526.7,34567.0,ADANIENT.BSE
2025-10-10,2565.7,2565.7,2538.1,2550.6,21179.0,ADANIENT.BSE
2025-10-09,2525.2,2559.0,2523.0,2542.15,29976.0,ADANIENT.BSE
2025-10-08,2566.45,2566.45,2499.0,2523.15,52268.0,ADANIENT.BSE
2025-10-07,2589.4,2616.8,2534.25,2542.85,35213.0,ADANIENT.BSE
2025-10-06,2597.45,2599.6,2563.1,2572.8,27393.0,ADANIENT.BSE
2025-10-03,2591.85,2612.05,2565.65,2589.15,44749.0,ADANIENT.BSE
2025-10-01,2515.35,2602.7,2473.3,2591.55,101790.0,ADANIENT.BSE
2025-09-30,2542.75,2542.75,2492.4,2505.95,19946.0,ADANIENT.BSE
2025-09-29,2549.7,2556.3,2505.1,2508.8,40872.0,ADANIENT.BSE
2025-09-26,2575.75,2605.2,2535.0,2543.15,66389.0,ADANIENT.BSE
2025-09-25,2621.75,2646.55,2567.5,2575.05,86792.0,ADANIENT.BSE
2025-09-24,2650.0,2675.0,2614.05,2620.3,85168.0,ADANIENT.BSE
2025-09-23,2640.0,2695.0,2591.45,2674.0,362156.0,ADANIENT.BSE
2025-09-22,2535.0,2659.2,2524.0,2629.95,277222.0,ADANIENT.BSE
2025-09-19,2494.0,2579.4,2469.15,2522.9,455062.0,ADANIENT.BSE
2025-09-18,2417.0,2437.5,2388.05,2401.85,45517.0,ADANIENT.BSE
2025-09-17,2416.0,2416.0,2390.85,2402.6,27824.0,ADANIENT.BSE
2025-09-16,2419.6,2419.6,2388.8,2399.75,53374.0,ADANIENT.BSE
2025-09-15,2388.55,2403.4,2378.2,2383.1,19070.0,ADANIENT.BSE
2025-09-12,2410.0,2420.1,2387.0,2391.1,43438.0,ADANIENT.BSE
2025-09-11,2348.0,2417.8,2343.1,2400.25,77016.0,ADANIENT.BSE
2025-09-10,2347.95,2347.95,2325.4,2340.15,43339.0,ADANIENT.BSE
2025-09-09,2311.1,2324.9,2298.0,2311.8,13342.0,ADANIENT.BSE
2025-09-08,2280.15,2332.0,2280.15,2310.25,38595.0,ADANIENT.BSE
2025-09-05,2298.85,2298.85,2250.0,2283.1,25194.0,ADANIENT.BSE
2025-09-04,2305.0,2318.25,2275.35,2278.45,30301.0,ADANIENT.BSE
2025-09-03,2289.5,2293.2,2264.2,2287.55,31204.0,ADANIENT.BSE
2025-09-02,2281.05,2300.15,2264.4,2273.6,21316.0,ADANIENT.BSE
2025-09-01,2266.35,2288.4,2254.0,2283.0,27230.0,ADANIENT.BSE
2025-08-29,2280.3,2291.6,2239.65,2244.35,37605.0,ADANIENT.BSE
2025-08-28,2254.2,2326.9,2254.2,2273.75,102136.0,ADANIENT.BSE
2025-08-26,2309.8,2309.8,2251.0,2272.45,37477.0,ADANIENT.BSE
2025-08-25,2327.05,2347.0,2298.8,2301.95,27777.0,ADANIENT.BSE
2025-08-22,2376.45,2376.45,2320.55,2324.65,56967.0,ADANIENT.BSE
2025-08-21,2398.95,2398.95,2371.05,2377.7,18214.0,ADANIENT.BSE
2025-08-20,2376.9,2405.85,2375.85,2387.0,33533.0,ADANIENT.BSE
2025-08-19,2334.35,2394.45,2315.6,2385.7,61671.0,ADANIENT.BSE
2025-08-18,2306.2,2359.05,2304.0,2334.3,101417.0,ADANIENT.BSE
2025-08-14,2283.05,2303.65,2268.1,2282.05,55587.0,ADANIENT.BSE
2025-08-13,2295.0,2315.0,2246.4,2280.9,60175.0,ADANIENT.BSE
2025-08-12,2287.8,2314.0,2266.35,2291.05,56228.0,ADANIENT.BSE
2025-08-11,2198.6,2301.1,2183.05,2283.3,208017.0,ADANIENT.BSE
2025-08-08,2249.0,2260.95,2165.0,2178.05,74237.0,ADANIENT.BSE
2025-08-07,2289.0,2295.35,2203.95,2249.6,132703.0,ADANIENT.BSE
2025-08-06,2330.3,2347.35,2296.1,2300.4,61849.0,ADANIENT.BSE
2025-08-05,2370.0,2370.85,2318.0,2330.1,42455.0,ADANIENT.BSE
2025-08-04,2373.75,2374.0,2339.45,2364.25,57713.0,ADANIENT.BSE
2025-08-01,2427.95,2445.0,2340.0,2350.55,75473.0,ADANIENT.BSE
2025-07-31,2500.1,2519.15,2422.35,2430.95,101950.0,ADANIENT.BSE
2025-07-30,2547.2,2552.35,2526.0,2532.1,18804.0,ADANIENT.BSE
2025-07-29,2523.9,2556.0,2506.8,2548.2,32475.0,ADANIENT.BSE
2025-07-28,2548.0,2585.3,2512.75,2522.2,12054.0,ADANIENT.BSE
2025-07-25,2607.7,2616.0,2545.0,2549.95,18990.0,ADANIENT.BSE
2025-07-24,2624.1,2624.65,2595.0,2607.6,10385.0,ADANIENT.BSE
2025-07-23,2594.65,2625.4,2594.65,2614.45,37709.0,ADANIENT.BSE
2025-07-22,2618.85,2628.85,2582.3,2587.9,22062.0,ADANIENT.BSE
2025-07-21,2590.25,2624.4,2575.0,2618.65,42362.0,ADANIENT.BSE
2025-07-18,2610.0,2627.4,2584.2,2596.25,40249.0,ADANIENT.BSE
2025-07-17,2614.0,2654.0,2606.1,2616.95,34192.0,ADANIENT.BSE
2025-07-16,2605.0,2619.45,2597.05,2607.0,42472.0,ADANIENT.BSE
2025-07-15,2576.1,2605.5,2575.4,2600.05,36060.0,ADANIENT.BSE
2025-07-14,2553.1,2604.0,2542.75,2583.5,42718.0,ADANIENT.BSE
2025-07-11,2573.3,2590.0,2552.35,2562.35,6641.0,ADANIENT.BSE
2025-07-10,2598.95,2603.95,2575.8,2579.7,11610.0,ADANIENT.BSE
2025-07-09,2593.1,2608.95,2571.0,2582.35,26002.0,ADANIENT.BSE
2025-07-08,2574.0,2600.0,2573.15,2591.35,17113.0,ADANIENT.BSE
2025-07-07,2612.85,2612.85,2563.3,2573.45,26796.0,ADANIENT.BSE
2025-07-04,2615.0,2618.9,2582.0,2598.95,38102.0,ADANIENT.BSE
2025-07-03,2628.5,2642.55,2605.6,2611.25,21906.0,ADANIENT.BSE
2025-07-02,2620.2,2650.0,2615.15,2627.75,24306.0,ADANIENT.BSE
2025-07-01,2629.95,2644.95,2605.0,2620.2,25183.0,ADANIENT.BSE
2025-06-30,2639.25,2652.15,2606.0,2618.8,50414.0,ADANIENT.BSE
2025-06-27,2590.0,2681.4,2583.15,2648.35,143192.0,ADANIENT.BSE
2025-06-26,2574.95,2591.0,2524.0,2586.0,39254.0,ADANIENT.BSE
2025-06-25,2517.15,2542.7,2516.05,2526.9,32204.0,ADANIENT.BSE
2025-06-24,2510.0,2544.25,2500.4,2506.95,35905.0,ADANIENT.BSE
2025-06-23,2430.75,2491.55,2425.15,2471.4,55762.0,ADANIENT.BSE
2025-06-20,2426.15,2460.5,2417.0,2449.1,19382.0,ADANIENT.BSE
2025-06-19,2469.85,2469.85,2406.2,2419.2,15359.0,ADANIENT.BSE
2025-06-18,2488.2,2494.6,2447.0,2458.3,32796.0,ADANIENT.BSE
2025-06-17,2546.9,2546.9,2479.2,2487.9,37304.0,ADANIENT.BSE
2025-06-16,2481.05,2562.05,2463.2,2546.95,38820.0,ADANIENT.BSE
2025-06-13,2500.0,2519.0,2469.55,2506.65,35256.0,ADANIENT.BSE
2025-06-12,2590.0,2600.25,2529.2,2541.15,34561.0,ADANIENT.BSE
2025-06-11,2625.0,2627.75,2564.0,2581.0,59128.0,ADANIENT.BSE
2025-06-10,2599.0,2663.0,2579.45,2613.7,73635.0,ADANIENT.BSE
2025-06-09,2537.2,2605.15,2524.9,2581.95,111779.0,ADANIENT.BSE
2025-06-06,2511.85,2553.0,2505.0,2535.0,30160.0,ADANIENT.BSE
2025-06-05,2499.5,2528.85,2490.0,2503.95,56591.0,ADANIENT.BSE
2025-06-04,2489.7,2503.35,2441.45,2491.3,51623.0,ADANIENT.BSE
2025-06-03,2511.2,2511.85,2452.7,2471.6,78545.0,ADANIENT.BSE
2025-06-02,2510.2,2561.85,2510.2,2519.15,29950.0,ADANIENT.BSE
2025-05-30,2551.25,2564.95,2514.1,2519.6,20387.0,ADANIENT.BSE
2025-05-29,2539.8,2559.8,2511.0,2540.25,21089.0,ADANIENT.BSE
2025-05-28,2559.0,2559.0,2510.5,2514.45,40516.0,ADANIENT.BSE
2025-05-27,2544.05,2568.5,2526.65,2540.75,17836.0,ADANIENT.BSE
2025-05-26,2559.95,2569.0,2541.75,2546.25,27877.0,ADANIENT.BSE
2025-05-23,2495.35,2547.9,2494.1,2539.0,28083.0,ADANIENT.BSE
2025-05-22,2500.5,2521.0,2466.0,2484.8,50833.0,ADANIENT.BSE
2025-05-21,2505.4,2523.75,2484.9,2500.75,33855.0,ADANIENT.BSE
2025-05-20,2544.95,2565.0,2492.4,2500.1,37316.0,ADANIENT.BSE
2025-05-19,2572.0,2578.0,2537.05,2540.25,70363.0,ADANIENT.BSE
2025-05-16,2520.2,2584.35,2518.65,2555.2,57836.0,ADANIENT.BSE
2025-05-15,2461.9,2526.85,2452.0,2518.65,87467.0,ADANIENT.BSE
2025-05-14,2441.6,2480.95,2433.0,2461.15,32633.0,ADANIENT.BSE
2025-05-13,2415.35,2454.85,2403.6,2440.9,60425.0,ADANIENT.BSE
2025-05-12,2351.0,2433.2,2329.3,2424.65,213149.0,ADANIENT.BSE
2025-05-09,2230.2,2271.0,2230.2,2251.75,89386.0,ADANIENT.BSE
2025-05-08,2353.5,2367.2,2261.05,2285.5,82102.0,ADANIENT.BSE
2025-05-07,2269.6,2378.8,2269.6,2355.45,48477.0,ADANIENT.BSE
2025-05-06,2455.0,2463.0,2345.0,2353.3,64269.0,ADANIENT.BSE
2025-05-05,2301.15,2496.9,2299.55,2452.7,216943.0,ADANIENT.BSE
2025-05-02,2360.0,2370.0,2290.0,2293.15,85963.0,ADANIENT.BSE
2025-04-30,2330.0,2339.8,2289.0,2297.7,56414.0,ADANIENT.BSE
2025-04-29,2380.25,2400.0,2326.0,2330.95,29850.0,ADANIENT.BSE
2025-04-28,2330.25,2401.35,2330.25,2369.35,27469.0,ADANIENT.BSE
2025-04-25,2448.0,2458.7,2325.0,2351.3,53445.0,ADANIENT.BSE
2025-04-24,2452.8,2460.0,2427.0,2441.55,26695.0,ADANIENT.BSE
2025-04-23,2450.3,2472.95,2421.3,2453.3,39690.0,ADANIENT.BSE
2025-04-22,2450.2,2483.65,2441.05,2444.75,60207.0,ADANIENT.BSE
2025-04-21,2434.1,2462.95,2396.5,2442.7,34565.0,ADANIENT.BSE
2025-04-17,2416.05,2448.6,2393.0,2418.05,36834.0,ADANIENT.BSE
2025-04-16,2405.0,2426.85,2384.0,2415.15,63819.0,ADANIENT.BSE
2025-04-15,2370.0,2439.05,2357.2,2418.7,108553.0,ADANIENT.BSE
2025-04-11,2286.1,2342.7,2282.2,2321.75,111663.0,ADANIENT.BSE
2025-04-09,2268.2,2276.85,2215.95,2237.45,46983.0,ADANIENT.BSE
2025-04-08,2265.45,2299.8,2225.5,2285.75,65027.0,ADANIENT.BSE
2025-04-07,2200.0,2238.8,2150.0,2213.3,71323.0,ADANIENT.BSE
2025-04-04,2390.25,2405.45,2316.4,2334.6,48906.0,ADANIENT.BSE
2025-04-03,2335.55,2429.6,2335.55,2411.85,46513.0,ADANIENT.BSE
2025-04-02,2335.55,2378.5,2314.7,2369.2,37025.0,ADANIENT.BSE
2025-04-01,2319.85,2358.6,2301.05,2335.55,46768.0,ADANIENT.BSE
2025-03-28,2359.4,2385.6,2296.85,2321.75,48736.0,ADANIENT.BSE
